title,artist,link
West Frieze of the Parthenon (1836-1837),NA,art/record/20673?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,art/record/20794?highlight=*:*
Untitled (Unknown),Catherine Temple,art/record/21605?highlight=*:*
In the Kitchen (1989),Robert Bushe,art/record/22608?highlight=*:*
Life Painting (Circa 1952),David Michie,art/record/20737?highlight=*:*
Unknown (1957),Peter Crorkin,art/record/50509?highlight=*:*
Unknown (1960),Vivien Alexander,art/record/50626?highlight=*:*
Simon and Simon (1986),Amanda Lebus,art/record/21585?highlight=*:*
Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,art/record/54748?highlight=*:*
Gothic figure of a deacon,NA,art/record/20604?highlight=*:*
Espresso Saucer,Emma Gillies,art/record/53686?highlight=*:*
Portrait of a Man through a Door,Paul Gladston,art/record/21526?highlight=*:*
Seated Female Nude (1967),Kevin Maguire,art/record/99359?highlight=*:*
Untitled (Unknown),Susie Wilson,art/record/21964?highlight=*:*
Unknown (31 OCT 1962),Norman Macdonald,art/record/53596?highlight=*:*
Abstract,V. Constant,art/record/111444?highlight=*:*
Landscape with Rocks and Trees (1953-1954),D. Gordon Campbell,art/record/20797?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker,art/record/20948?highlight=*:*
Horse of Selene from the east pediment,NA,art/record/20634?highlight=*:*
Unknown (1956),Alan M. Alexander,art/record/50594?highlight=*:*
Unknown (1969),Brent D. Millar,art/record/50378?highlight=*:*
Portrait of a Woman,V Timmins,art/record/21442?highlight=*:*
Untitled (1995-1996),Arabella Harvey,art/record/21724?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,art/record/22517?highlight=*:*
Unknown,Claire Alexander,art/record/50391?highlight=*:*
Groom and horses from North Frieze of the Parthenon (1836-1837),NA,art/record/20713?highlight=*:*
Unknown (1952),Rosemary Bagshaw,art/record/53517?highlight=*:*
Portrait of a Woman,Lucy Bowman,art/record/21512?highlight=*:*
Untitled (1989),Joanne Leonie Milne,art/record/21888?highlight=*:*
Portrait of a Man,Anthony Sinclair,art/record/21483?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,art/record/22692?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,art/record/21827?highlight=*:*
Embroidered panel,Winsome Douglass,art/record/113833?highlight=*:*
Self Portrait (1953),Laura E. Nye,art/record/122915?highlight=*:*
Profile of Female Nude (Circa 1970),Patrick J. Hickey,art/record/22510?highlight=*:*
Seated Female Nude (1953),Mary Edmond,art/record/20896?highlight=*:*
Rooster (Unknown),Milton Goldstein,art/record/21657?highlight=*:*
Portrait of a Seated Woman (1958),Peter Standen,art/record/20865?highlight=*:*
Standing Male Nude (1951),Matilda Smith,art/record/21227?highlight=*:*
Grandmother (1962),John Bellany,art/record/21532?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,art/record/22001?highlight=*:*
Unknown,Ursula Giles,art/record/53489?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie,art/record/20919?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,art/record/20726?highlight=*:*
Little Bird (1985),Robert Adam,art/record/21622?highlight=*:*
Untitled (1966),Forde,art/record/22476?highlight=*:*
Dark Room with Blue Wall and Picture,Elizabeth Gourlay,art/record/22539?highlight=*:*
Unknown (1950),George Roderick Carmichael,art/record/50567?highlight=*:*
Woman in Fish Net,Unknown,art/record/22537?highlight=*:*
Woman with Pink Hair (1987),Henry Rogers,art/record/21476?highlight=*:*
Untitled (1953),Nil Bjorklund,art/record/21685?highlight=*:*
Standing Female Nude (1953),Iain West,art/record/20782?highlight=*:*
Male Portrait (1961),Paresh C. Chakraborty,art/record/123106?highlight=*:*
Cello playing Clown (Circa 1965),William Gillon,art/record/21311?highlight=*:*
Fossil Life (1984),Wendy McMurdo,art/record/21883?highlight=*:*
Untitled (1966-1967),James H. Fairgrieve,art/record/99386?highlight=*:*
Untitled (1997),BORIS JOERI BRINK,art/record/21985?highlight=*:*
Untitled (1968),Gerard McGeary,art/record/22006?highlight=*:*
Seated and Standing Nudes (1959-1962),F. Milner,art/record/99365?highlight=*:*
Red Faced (2014),Daniel Hughes,art/record/47440?highlight=*:*
Highstreet Harlesden (1964-1965),Gordon Bryce,art/record/99282?highlight=*:*
Jacobean fragment (Jacobean?),Unknown,art/record/100011?highlight=*:*
Untitled (1965),Laura McPherson,art/record/22482?highlight=*:*
The Deposition (Circa 1966),Roy M. W. Cameron,art/record/22605?highlight=*:*
Skeletal Face with Long Hair (1985-1986),Graeme Murray,art/record/99335?highlight=*:*
Untitled (20 Feb 2014),David C Duke,art/record/21989?highlight=*:*
Untitled (Unknown),Unknown,art/record/21778?highlight=*:*
Still Life with Doll (Circa 1975),Rona C. S. Anderson,art/record/122893?highlight=*:*
Portrait of a Woman (1958),Peter Stitt,art/record/20958?highlight=*:*
The Calvaryman (1949),James W. H. Cumming,art/record/122885?highlight=*:*
Plate,Emma Gillies,art/record/53713?highlight=*:*
Seated Female Nude (1939-1940),Robert A Campbell,art/record/21128?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,art/record/20727?highlight=*:*
Seated Female Nude (Circa 1953),Fiona M Mouat,art/record/122824?highlight=*:*
Untitled (1986),Dorothy Black,art/record/21588?highlight=*:*
Standing Female Nude (1952),Douglas Kerr,art/record/21224?highlight=*:*
Untitled (1960),Elizabeth M. Hansen,art/record/99839?highlight=*:*
Thanks for Help and Support (JUN 2002),Sabine Lechner,art/record/21878?highlight=*:*
Ayrshire Christening robe,Unknown,art/record/100006?highlight=*:*
Portrait of a Man (1956),James Robertson,art/record/21186?highlight=*:*
Camp II (1982),Reinhard Behrens,art/record/99465?highlight=*:*
Unknown (1948),William D Clyne,art/record/50578?highlight=*:*
Portrait of the sad bed (2002),Jan Vaibaraite,art/record/99989?highlight=*:*
Seated Female with Red Cape (1953),Mary C. A. Edmond,art/record/123110?highlight=*:*
Life Study of Two Nude Models,Scott Lauder,art/record/122698?highlight=*:*
Untitled (1962),F. Milner,art/record/21761?highlight=*:*
Jug,Emma Gillies,art/record/53741?highlight=*:*
Unknown (1901),George Bain,art/record/50457?highlight=*:*
Reclining Nude (1952),James P W Syme,art/record/20840?highlight=*:*
Unknown (1950),Alastair Flattely,art/record/50585?highlight=*:*
Standing Male Nude (Circa 1952),John Houston,art/record/21350?highlight=*:*
View of a Caravan (1990s),Peter McGoldrick,art/record/21427?highlight=*:*
Altarpiece of the Coronation of the Virgin,Unknown,art/record/20563?highlight=*:*
Portrait of a Woman (1969),Jennifer M. Hughes,art/record/123341?highlight=*:*
Untitled (1963),Iona Murray,art/record/99403?highlight=*:*
Portrait of a Young Man Poised to Throw,James P W Syme,art/record/20838?highlight=*:*
Lovers and birds (1963),Norman Thom,art/record/99418?highlight=*:*
Masked Divers,Robin S. Taylor,art/record/22683?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,art/record/21191?highlight=*:*
3.a Clarendon serif,Anthony Benjamin,art/record/21670?highlight=*:*
Landscape (1952),James P W Syme,art/record/20839?highlight=*:*
Victorian collar (1956),Unknown,art/record/102699?highlight=*:*
3D impressing (2003),Jenn Schmidt,art/record/99952?highlight=*:*
Unknown (1962),Leslie Johns,art/record/50479?highlight=*:*
Unknown (1975),Ruth Stiven,art/record/99517?highlight=*:*
Standing Male Nude (1952),Adam Robson,art/record/20810?highlight=*:*
Metope 3 from entablature of the Parthenon (1837),NA,art/record/20640?highlight=*:*
Seated Female Nude,Lucy Bowman,art/record/21443?highlight=*:*
Portrait of a Woman (1959),Jean I. Beattie,art/record/20918?highlight=*:*
Untitled,Brian Caster,art/record/112345?highlight=*:*
Still Life with Fish (1961),Jean M. A. Conacher,art/record/22723?highlight=*:*
Untitled (1960),Robert L Snowden,art/record/21539?highlight=*:*
Untitled (1986),Hilary A. Fisher,art/record/21553?highlight=*:*
Unknown (1942),Ian Duff,art/record/50579?highlight=*:*
Isabella of Aragon (green) (Post 1912),Unknown,art/record/123567?highlight=*:*
Italian Landscape,Leon Francesco Morrocco,art/record/122897?highlight=*:*
Untitled (Unknown),Unknown,art/record/99908?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,art/record/20665?highlight=*:*
Reclining Nude Woman (Circa 1965),Euphemia (Fay) S. Wright,art/record/122812?highlight=*:*
Female Nude,Nicola Green,art/record/122884?highlight=*:*
1.(a) Meccarama Serif (Unknown),Anthony Benjamin,art/record/21668?highlight=*:*
Seated Female Nude (1954),Edith Fraser,art/record/21249?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Unknown,art/record/20651?highlight=*:*
Extra Light Shoe (2016),Eden Hawkins,art/record/99264?highlight=*:*
Seated Male Nude (1959),Denness Morton,art/record/21079?highlight=*:*
Carnival Man*,Leonard I. H. Gray,art/record/122847?highlight=*:*
Untitled (Unknown),Unknown,art/record/99858?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,art/record/50524?highlight=*:*
Untitled (2007),Patricio Esteban Briceno,art/record/99964?highlight=*:*
Seated Female Nude (1954),Robert Fraser,art/record/21242?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,art/record/99462?highlight=*:*
Music is art that colour your life with feelings (1999),Rumi Augusta Nogua,art/record/102742?highlight=*:*
Peacock Study (1962-1963),Lesley M. Johns,art/record/99331?highlight=*:*
1986 Edinburgh College of Art Degree Show (1986),Hilary A. Fisher,art/record/21582?highlight=*:*
Unknown (1946),Allan Lefley,art/record/50487?highlight=*:*
Portrait of a Man (1939-1940),James Gordon,art/record/21096?highlight=*:*
Hyde Park,Unknown,art/record/50476?highlight=*:*
Plate,Emma Gillies,art/record/53716?highlight=*:*
Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,art/record/99284?highlight=*:*
Untitled (2014),Layla Kerley,art/record/47454?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,art/record/20675?highlight=*:*
Drawing of Monaghan (1955),Edith Duke,art/record/21217?highlight=*:*
Seated Female Nude (1959),R Williamson,art/record/20951?highlight=*:*
Self Portrait (1947),Marjorie Wallace,art/record/50441?highlight=*:*
People on Bench,Hazel Rich,art/record/22525?highlight=*:*
Abstract Composition with Blue Stripes (1969),Ian G. Robertson,art/record/22562?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell,art/record/93357?highlight=*:*
Untitled (2002-2007),Greta Grendaite,art/record/99897?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,art/record/50473?highlight=*:*
Standing Male Nude (1953),William Mercer,art/record/20943?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone,art/record/99250?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,art/record/21160?highlight=*:*
Untitled (Unknown),Stella Auchinleck,art/record/21572?highlight=*:*
Two Female Heads (1959),Denness Morton,art/record/21077?highlight=*:*
"Metope 4, south entablature, Parthenon (1837)",NA,art/record/20649?highlight=*:*
Teacup,Emma Gillies,art/record/53641?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,art/record/21246?highlight=*:*
Prendre la clef des Chaps (1963),Ann F Ward,art/record/99346?highlight=*:*
Untitled - Reclining Nude Female (1970-1971),James McGlade,art/record/99440?highlight=*:*
Portrait of Grandfather (1966),John Bellany,art/record/20742?highlight=*:*
Untitled (Unknown),Unknown,art/record/21820?highlight=*:*
Unknown (Circa 1890),Unknown,art/record/50461?highlight=*:*
Dispersion (1991),Alastair Clark,art/record/21911?highlight=*:*
Putto with a fish,Unknown,art/record/20540?highlight=*:*
Unknown (1987),Robert Runas(?),art/record/21950?highlight=*:*
Untitled (1968),Maureen Purcell,art/record/22504?highlight=*:*
Standing Female Nude (21 FEB 1956),Sheena McEwan,art/record/20901?highlight=*:*
Sampler on course slub material,Unknown,art/record/102665?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,art/record/21060?highlight=*:*
Charioteers and horses from North Frieze of the Parthenon (1836-1837),NA,art/record/20734?highlight=*:*
Railings in a Landscape (1962),James T Carlyle,art/record/122850?highlight=*:*
Standing Male Nude,Jessie May Stirling,art/record/20834?highlight=*:*
Collection of Botanical Illustration Days in One,Sylvia Mackiewicz,art/record/21560?highlight=*:*
Portrait of a Young Man (1960),Ann Macmillan,art/record/20988?highlight=*:*
Small relief of a lady in a wimple,Unknown,art/record/20612?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,art/record/102705?highlight=*:*
Untitled (Unknown),Paul Gladston,art/record/21706?highlight=*:*
Plate,Emma Gillies,art/record/53708?highlight=*:*
Unknown (1962),Kathleen Russell,art/record/50503?highlight=*:*
Sleeping Female Nude (1948),James W. H. Cumming,art/record/122866?highlight=*:*
Unknown (1985),Sarah Setchfield,art/record/50432?highlight=*:*
Untitled (10 JAN 1961),John Picking,art/record/111037?highlight=*:*
Seated Female Nude (1960s),Irene Scott,art/record/21283?highlight=*:*
Standing Female Nude with a Stool (1959),Bruce Clapperton,art/record/20912?highlight=*:*
Portrait of a Young Woman (1960),John Kerr,art/record/20986?highlight=*:*
Untitled (1947),Esther W. Hamilton,art/record/21731?highlight=*:*
Woman with Child and Still Life (1938),Catherine I. McIvor,art/record/22512?highlight=*:*
Head Monotype No. 24 (1959),Alan M. Alexander,art/record/50592?highlight=*:*
Victory (07 Jul 1946),Zygmunt Bukowski,art/record/21322?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,art/record/21184?highlight=*:*
Unknown (1947),Mabel D. Lawford,art/record/50534?highlight=*:*
Making the World Safe for Capitalism (Unknown),Kenny Grant,art/record/21819?highlight=*:*
Untitled (11 May 1962),John Nelson,art/record/21643?highlight=*:*
Seated Male Nude (Sean Connery) (1952),Ian Lawson,art/record/21418?highlight=*:*
Untitled (1966),Helen G. S Forde,art/record/99814?highlight=*:*
___ in Rosyth the Leaf Skeletons Lay on the Pitch,Sylvia Mackiewicz,art/record/21559?highlight=*:*
High St. Harlesden (1964-1965),Gordon Bryce,art/record/99283?highlight=*:*
Two Women,J Nicoll,art/record/21473?highlight=*:*
Serving Plate,Emma Gillies,art/record/53619?highlight=*:*
Farmer with Scythe (1950s),John Houston,art/record/21048?highlight=*:*
Portrait of Two Heads (1952),Ian Lawson,art/record/21015?highlight=*:*
Replica cast (brown) of Partheon slab PF045 US09,Unknown,art/record/20658?highlight=*:*
One Pound Coin (2017),Lara Hirst,art/record/100017?highlight=*:*
Milk Jug,Emma Gillies,art/record/53677?highlight=*:*
Portrait of a Man (1951),Pauline Ken,art/record/21238?highlight=*:*
Caged Birds (Circa 1984),Valerie Anderson,art/record/123335?highlight=*:*
Violet (03 NOV 1958),Barbara Strachan,art/record/20867?highlight=*:*
Eclectic (2007),Catherine Sargeant,art/record/99852?highlight=*:*
Portrait of a Man (1957),Unknown,art/record/21250?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie,art/record/22542?highlight=*:*
Unknown (Unknown),Unknown,art/record/21970?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions,Unknown,art/record/20616?highlight=*:*
The Dead Christ (1831),Unknown,art/record/20573?highlight=*:*
Untitled,M. Donlevy,art/record/112506?highlight=*:*
Unknown,Leonard I. H. Gray,art/record/53486?highlight=*:*
The Room (1980),Stephen H. Harrison,art/record/122681?highlight=*:*
Unknown (1969),J Lyle,art/record/53608?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree,art/record/50545?highlight=*:*
Patchwork quilt (1700-1899),Unknown,art/record/102731?highlight=*:*
Large Bowl,Emma Gillies,art/record/53732?highlight=*:*
Untitled,Colin Vernall,art/record/22631?highlight=*:*
Bowl (1920s),Emma Gillies,art/record/122130?highlight=*:*
Untitled (1967),Gwen Mackenzie,art/record/21755?highlight=*:*
Untitled (1991),Joanna [Coffin?],art/record/21871?highlight=*:*
Unknown (Unknown),Unknown,art/record/21859?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,art/record/100023?highlight=*:*
Mannequin,Anna Millar,art/record/22628?highlight=*:*
Interior Scene of a Bar (1950),Alastair Flattely,art/record/21373?highlight=*:*
Small Anatomical figure (male),NA,art/record/20598?highlight=*:*
Nettleton (1977),"Eduardo Luigi Paolozzi KBE, RA",art/record/21698?highlight=*:*
Jag Drӧmmer (2006),Marjie Harlick,art/record/99869?highlight=*:*
Portrait of Seated Woman (1965),William Gillon,art/record/21343?highlight=*:*
Portrait of a Woman (1959),Barbara Strachan,art/record/20869?highlight=*:*
Studio Interior (1986),Hilary A. Fisher,art/record/21663?highlight=*:*
Night Painting (1973),Nicola M. Wheal,art/record/122811?highlight=*:*
Black and White Abstract (1956),Eric Ritchie,art/record/20802?highlight=*:*
Perpetual Expansion (2006),Melinda Cross,art/record/99886?highlight=*:*
Portrait miniatures in a frame,Unknown,art/record/20623?highlight=*:*
Untitled (1981),Isobel Jack,art/record/21578?highlight=*:*
Magpie (1989),Jane V Hyslop,art/record/99961?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,art/record/50494?highlight=*:*
Still Life with Figure (1961),Vivien Alexander,art/record/122767?highlight=*:*
Standing Male Nude,John Hunter,art/record/21043?highlight=*:*
Fine lawn collar (1820),Unknown,art/record/102681?highlight=*:*
Thick Pale Green,Unknown,art/record/22547?highlight=*:*
Still Life with Coffee Pot on Stool (1952),Mollie E N Langlands,art/record/22711?highlight=*:*
Standing Female Nude (1959),C Byron,art/record/20916?highlight=*:*
